job_name,company_name,city,salary,jd_text
java,联奕科技股份有限公司,广州,7000.0,1-3年 本科 计算机 mysql oracle 数据库 jquery springboot springmvc 需求分析 sql sqlserver 五险一金 免费班车 定期体检 员工食堂 股票期权 带薪假期 节日福利 周末双休
算法工程师,东风悦享科技有限公司,武汉,10000.0,无需经验 本科 量产 视觉 激光 目标检测 嵌入式平台 点云 部署模型 tensorrt 模型迭代 语义分割模型 五险一金 补充医疗保险 交通补贴 餐饮补贴 绩效奖金 年终奖金 定期体检 方案
数据分析师,合肥中科君达视界技术股份有限公司,北京,15000.0,1年及以上 本科 五险一金 定期体检 餐饮补贴 通讯补贴 交通补贴 销售 售后服务 市场推广 销售策略 客户关系维护 签订合同 销售数据分析 销售报告 分析竞争对手 用户挖掘
数据分析师,四川纳贝卓科技有限公司,成都,4000.0,无需经验 大专 数据分析 excel sql 前端 数学 检测 质检 数据收集 人工智能 数据支持 五险一金 绩效奖金 年终奖金 专业培训 员工旅游 带薪年假 周末双休 交通补贴 通讯补贴 全勤奖 做五休二 五险
C/C++,武汉华工赛百数据系统有限公司,武汉,10000.0,2年及以上 本科 计算机 linux svn c++ git windows 软件工程 原型设计 ui 界面设计 五险一金 免费班车 员工旅游 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检
数据标注师,中控技术股份有限公司,杭州,面议,在校生/应届生 本科 计算机 化工 数据收集 标注 收集数据 数据质量检查 数据处理 用户访谈 数据标注 五险一金 员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 弹性工作
数据分析师,广州徕伊佐慕服饰有限责任公司,广州,12000.0,1年及以上 本科 mysql 数据分析 市场营销 数据治理 powerbi 数据中台 社保 报表开发 员工活动 数据敏感度 五险一金 员工旅游 带薪年假 健身房 技能培训 晋升机会 产假 内部晋升 职业晋升 公积金 法定假期 员工生日 培训 节假日 年假
C/C++,广东长川智能技术有限公司,广州,14000.0,5年及以上 本科 计算机 java linux 测试 需求分析 调试 c++ 软件开发 编程 软件工程 五险一金 补充医疗保险 带薪年假 带薪病假 年终奖金 绩效奖金 定期体检 出差补贴 免费三餐
java,上海青翼工业软件有限公司,苏州,10000.0,3年及以上 本科 mysql 测试 vue 功能测试 前端开发 性能测试 react ai mongodb 前端框架 方案 五险一金 员工旅游 专业培训 年终奖金 通讯补贴 定期体检 绩效奖金 餐饮补贴
算法工程师,江苏烽禾升智能科技有限公司,上海,30000.0,5年及以上 硕士 产品设计 运动控制 伺服驱动器 自动控制 电气控制 控制理论 算法设计 电机控制 仿真分析 C++ 五险一金 补充医疗保险 交通补贴 餐饮补贴 专业培训 年终奖金 绩效奖金 股票期权 定期体检
算法工程师,广东省信息网络有限公司,广州,10000.0,1年及以上 本科 office 人工智能 实施方案 文档撰写 研究报告 计算机科学 信息技术 tensorflow 深度学习框架 机器学习算法 五险一金 定期体检 绩效奖金 带薪年假 周末双休
数据分析师,大连隆基信息技术有限公司,大连,6000.0,1年及以上 本科 数据分析 英语 数据管理 数据完整性 数据质量 数据上传 python 技能培训 年终奖 带薪病假 员工培训 带薪年假 内部培训 保险 六险一金 储备干部 晋升 培训 公积金 年度体检 13薪
算法工程师,佰聆数据股份有限公司北京分公司,广州,16000.0,3年及以上 本科 计算机 数学 技术文档编写 调优 训练 深度学习框架 场景应用 算法工程化 开源算法库 python 弹性工作 餐饮补贴 专业培训 定期体检 通讯补贴 五险一金 绩效奖金 档案***
java,北京先进数通信息技术股份公司,佛山,6000.0,2年 本科 计算机 java 数据库 linux mybatis 开发 windows react 编码 理工 五险一金 年终奖金 定期体检 餐饮补贴 周末双休 带薪年假 节日福利
算法工程师,哈尔滨岛田大鹏工业股份有限公司,哈尔滨,面议,无需经验 博士 ai ai算法 智能相机 表面缺陷检测 三维测量 视觉测量 五险一金 年终奖金 绩效奖金 专业培训 员工旅游 交通补贴 通讯补贴 节日福利 周末双休 免费班车 股票期权 做五休二
java,上海全晓信息技术有限公司,上海,10000.0,3-5年 本科 计算机 需求分析 开发 前端 数据库设计 android 编码 软件系统 应用软件 软件功能测试 五险一金 定期体检 周末双休 带薪年假 节日福利 做五休二 不加班 国际知名外企 规范化
C/C++,深圳众芯优创科技有限公司,上海,20000.0,无需经验 本科 算法数据结构 年终奖金 定期体检 绩效奖金 餐饮补贴 做五休二 双休 弹性工作 免费班车 周末双休 年终奖 加班费 15薪 六险一金 班车 节假日福利
数据分析师,上海荣数信息技术有限公司,上海,面议,在校生/应届生 本科 计算机 数据库 数据分析 excel sql 统计 理工科 数据整理 数据导入 应用数学 补充公积金 五险一金 补充医疗保险 年终奖金 免费班车 餐饮补贴 弹性工作 国有企业 银联子公司
算法工程师,上海爱启医药技术有限公司,上海,15000.0,1-3年 本科 英语 数学 编程语言 机器学习 数据挖掘 数据结构算法 深度学习 计算机科学 tensorflow 算法开发 方案 五险一金 员工旅游 专业培训 年终奖金
算法工程师,惠州市德庞精密自动化有限公司,惠州,15000.0,3年 本科 图像算法 深度学习 机器视觉 halcon opencv 五险一金 餐饮补贴 专业培训 年终奖金 弹性工作 定期体检 方案 员工旅游 带薪年假 零食下午茶 定期团建 出差补贴
java,石家庄鸣迅信息技术有限公司,北京,12000.0,无需经验 大专 计算机 spring sql 开发 hibernate 功能测试 编程 web 软件工程 产品开发 五险一金 年终奖金 绩效奖金 定期体检 餐饮补贴 专业培训 交通补贴 通讯补贴 弹性工作 周末双休 带薪年假 节日福利 股票期权 做五休二 全勤奖
算法工程师,深圳市英威腾电动汽车驱动技术有限公司,深圳,30000.0,5年及以上 本科 obc dcdc 软件算法 电机控制软件 电路原理图 数字电路 模拟电路 mcu 建模 控制理论 五险一金 年终奖金 定期体检 绩效奖金 餐饮补贴 专业培训 带薪年假 节日福利 周末双休
算法工程师,盛泰光电科技股份有限公司,深圳,10000.0,在校生/应届生 硕士 ai 人工智能 机器学习 算法 nlp 深度学习 计算机视觉 图像识别 模型开发 算法研发 五险一金 年终奖金 带薪年假 节日福利 餐补 方案 提供住宿 公司氛围好 绩效奖金 专业培训 包住 有餐补 晋升空间大 年度调薪机会 定期团建
算法工程师,烟台睿创微纳技术股份有限公司,杭州,30000.0,5年及以上 硕士 计算机 c++ 文档编写 数学 架构设计 matlab 人工智能 概要设计 tensorflow 技术创新 五险一金 年终奖金 定期体检 餐饮补贴 员工旅游 交通补贴 弹性工作 带薪年假 周末双休 免费班车 股票期权 出国机会 做五休二 培训 方案
数据开发,科学城（广州）数字科技集团有限公司,广州,15000.0,3年及以上 本科 mysql oracle 需求分析 sql 软件工程 关系型数据库 编程语言 etl kettle 数据支持 五险一金 定期体检 通讯补贴 交通补贴
数据分析师,中国平安人寿保险股份有限公司,石河子,5500.0,无需经验 本科 数据分析 预算 市场分析 经营分析 目标管理 人力 市场策略 项目 经营 年终奖金 定期体检 专业培训 员工旅游 带薪年假 周末双休 节日福利 交通补贴 商业保险 社保 500强 公积金 法定假日 企业年金 六险两金
数据分析经理/主管,广东长隆集团有限公司,广州,8000.0,3年及以上 本科 mysql 数据分析 excel 项目管理 报表 统计分析 销售渠道 powerpoint 市场动态 数据挖掘 五险一金 绩效奖金 年终奖金 带薪年假 节日福利 免费班车
算法工程师,水上载运装备安全研究院（宁波）有限公司,宁波,面议,5年及以上 硕士 c++ 三维数据 opencascade python 交换协议 cgal 五险一金 年终奖金 定期体检 节日福利 带薪年假 补充医疗保险 员工餐厅 通讯补贴 人才公寓 补充意外险
java,兴业数字金融服务（上海）股份有限公司,成都,面议,无需经验 本科 java mysql 数据库 spring jquery mybatis html springmvc 需求分析 vue 五险一金 年终奖金 绩效奖金 定期体检 补充公积金 节日福利 通讯补贴 专业培训
算法工程师,钛虎机器人科技（上海）有限公司,上海,50000.0,8年及以上 硕士 自动化 团队管理 ai 运动控制 深度学习 自动驾驶 模型训练 ros 强化学习 人形机器人 五险一金 年终奖金 定期体检 员工旅游 带薪年假 周末双休 出国机会 方案 补充医疗保险 定期团建 超长春节假
算法工程师,苏州杰锐思智能科技股份有限公司,苏州,50000.0,8年及以上 硕士 计算机 开发 自动化 c++ 软件工程 电子信息 量产 opencv 遥感 英文文献阅读 五险一金 年终奖金 绩效奖金 餐饮补贴 通讯补贴 带薪年假 节日福利 做五休二
java,安徽金海迪尔信息技术有限责任公司,合肥,10000.0,2年及以上 大专 计算机 功能开发 优化方案 晋升 辅导员 渲染 模型 数据解析 ue4 数字孪生 双休 周末双休 旅游 奖金 五险 法定节假 证书补贴 晋升 团队氛围 节假日
java,无锡星微科技有限公司,上海,15000.0,3年及以上 本科 计算机 java 数据库 自动化 异常处理 编程 半导体 软件工程 数据结构 数学 方案 五险一金 带薪年假 带薪病假 员工旅游 年终奖金 绩效奖金 股票期权 项目奖金 定期体检 定期团建
C/C++,武汉智博创享科技股份有限公司,武汉,6000.0,1年及以上 本科 java c++ 功能测试 数据结构 数学 功能设计 技术文档 开发语言 功能模块 地质 五险一金 年终奖金 定期体检 餐饮补贴 员工旅游 带薪年假 做五休二 双休 周末双休 节假日福利
java,安阳亿动科技有限公司,深圳,8000.0,1年及以上 本科 java 需求分析 英语 单元测试 软件 面向对象 技术文档 设计文档 数据结构算法 计算机科学 双休 方案 13薪 五险一金 带薪病假 带薪年假 年终奖金 绩效奖金 项目奖金 定期体检 零食下午茶 定期团建
数据分析师,上海狩利信息科技有限公司,乌鲁木齐,10000.0,无需经验 本科 数据分析 excel sql mysql数据库 数据可视化 计算机科学 数据建模 tableau sas 应用数学 五险一金 绩效奖金 年终奖金 定期体检 专业培训 餐饮补贴 带薪年假 弹性工作 周末双休 节日福利 全勤奖 五险 不加班 团队氛围 方案
算法工程师,润世华新能源股份有限公司,深圳,20000.0,无需经验 硕士 计算机 数据分析 研发 数据结构 检测 算法 试验方案 机器学习 信息化 光伏 五险一金 员工旅游 餐饮补贴 绩效奖金 定期体检 节日礼包 生日福利
java,上海情柏电子有限公司,苏州,10000.0,无需经验 大专 五险一金 年终奖金 绩效奖金 定期体检 餐饮补贴 专业培训 员工旅游 交通补贴 通讯补贴 弹性工作 周末双休 带薪年假 节日福利 做五休二 全勤奖
数据分析师,广州一亨科技有限公司,广州,10000.0,2-3年 本科 数据分析 成本分析 项目管理 汽车行业 管理预算 数字化服务 it 软件 商业保险 出差补贴 奖金 五险一金 住房补贴 补贴 午餐 油补 公积金 加班费 员工旅游 交通补贴 餐饮补贴 绩效奖金 年终奖金
算法工程师,深圳方正微电子有限公司,深圳,15000.0,在校生/应届生 硕士 ai sql 大数据 人工智能 方案 绩效奖金 提供住宿 文体协会 六险一金 年终奖1-6月 一档医疗 7号发工资 视频面试 免费体检 免费班车
算法工程师,深圳威迈斯新能源（集团）股份有限公司,深圳,28000.0,5年及以上 本科 自动化 系统集成 数据清洗 计算机科学 ipc 模型 标注 视觉检测 模式识别 尺寸测量 方案 五险一金 带薪年假 年终奖金 专业培训 定期体检 定期团建 补充商业保险
算法工程师,北京三星通信技术研究有限公司,北京,15000.0,无需经验 硕士 计算机 电子 自动化 数学 人工智能 深度学习框架 iot 算法研究 agent icml 五险一金 年终奖金 定期体检 餐饮补贴 专业培训 弹性工作 补充医疗保险 带薪年假
数据标注师,山东星智海人力资源有限公司,北京,8000.0,无需经验 大专 计算机 办公软件 数据支持 数据预处理 模型训练 ai模型训练 数据处理 数据标注 五险一金 年终奖金 绩效奖金 员工旅游 带薪年假 周末双休 节日福利 双休
数据分析师,极物思维集团有限公司,珠海,面议,在校生/应届生 硕士 mysql 办公软件 数据分析 excel sql bom 编程语言 信息管理 postgresql 数据可视化 五险一金 补充公积金 带薪年假 年终奖金 专业培训 定期体检
Golang,浙江斯塔克数智科技有限公司,杭州,8000.0,2年及以上 本科 计算机 mysql linux redis 编程 解决方案 软件工程 数据结构 性能测试 设计模式 方案 五险一金 绩效奖金 年终奖金 专业培训 弹性工作
PHP,广州诺彩数码产品有限公司,广州,15000.0,5年及以上 本科 mysql 需求分析 redis mysql数据库 数据结构 数据库设计 设计模式 产品设计 文档编写 单元测试 方案 五险一金 通讯补贴 年终奖金 学历津贴 免费工作餐 工龄奖 商品房 全勤奖 带薪年假 生日礼品
数据开发,深圳市兆驰股份有限公司,深圳,18000.0,3年及以上 本科 计算机 mysql oracle 数据库 数据分析 需求分析 sql sqlserver 数据结构 db2 五险一金 年终奖金 定期体检 专业培训 员工旅游 周末双休 带薪年假 节日福利 出国机会 包住
java,广州四合文化有限公司,广州,8000.0,3年及以上 大专 java mysql linux springboot mybatis 财务 springmvc redis sql erp 五险一金 餐饮补贴 绩效奖金 年终奖金 弹性工作 房补
C/C++,武汉达梦数据库股份有限公司,上海,14000.0,在校生/应届生 本科 数据库 c++ 模块开发 代码质量 技术支持 性能优化 五险一金 专业培训 补充医疗保险 带薪年假 周末双休 免费班车 交通补贴 餐饮补贴 通讯补贴 年终奖金 定期体检 股票期权
算法工程师,联光元和（上海）企业发展有限公司,上海,18000.0,2年及以上 本科 数据分析 c++ 软件 matlab 光学 仿真 性能调优 深度学习 光学设计 滤波 五险一金 定期体检 餐饮补贴 交通补贴 通讯补贴 带薪年假 节日福利 周末双休 做五休二
数据开发,南京市测绘勘察研究院股份有限公司,南京,面议,3年及以上 本科 数据库 关系型数据库 数据仓库 计算机科学 大数据平台 数据治理 数据模型 信息技术 数据建模 数据抽取 五险一金 员工旅游 交通补贴 餐饮补贴 年终奖金 定期体检
算法工程师,上海翱莺智能科技有限公司,广州,9000.0,无需经验 本科 计算机 java 电子 自动化 ai 调优 go tensorflow 性能评估 深度学习框架 年终奖金 绩效奖金 员工旅游 交通补贴 弹性工作 通讯补贴 带薪年假 补充公积金
算法工程师,浙江亚特电器股份有限公司,嘉兴,25000.0,3年及以上 本科 测试 自动化 解决方案 机电 mcu arm mos 技术文档编写 设计评审 驱动开发 五险一金 出国机会 专业培训 定期体检 餐饮补贴 年终奖金 方案
java,上海情柏电子有限公司,广州,10000.0,无需经验 大专 五险一金 年终奖金 绩效奖金 定期体检 餐饮补贴 专业培训 员工旅游 交通补贴 通讯补贴 弹性工作 周末双休 带薪年假 节日福利 做五休二 全勤奖
算法工程师,深圳市现代农业装备研究院,深圳,20000.0,5年及以上 硕士 培训 软件开发 架构设计 指导 技术负责人 iso 控制算法 安全规范 定位 毫米波雷达 五险一金 定期体检 餐饮补贴 节日福利 周末双休 带薪年假 培训 方案 补贴 专业培训 绩效奖金 带薪假期 晋升发展 股票期权
算法工程师,菲亚兰德科技,深圳,25000.0,2年及以上 硕士 c++ 路径规划 割草机 全局路径 局部路径 导航 算法 五险一金 员工旅游 股票期权 交通补贴 专业培训 餐饮补贴 年终奖金 绩效奖金 定期体检 零食下午茶
算法工程师,深圳市宜美特科技有限公司,宜昌,8000.0,2-3年 本科 java 生产计划 数学 ai 架构设计 生产工艺 编程语言 生产流程 机器学习 工业工程 五险一金 绩效奖金 员工旅游 带薪年假 节日福利 周末双休 包吃包住
数据开发,广州中软信息技术有限公司,广州,8000.0,在校生/应届生 本科 计算机 数学 ai 技术文档 人工智能 机器学习 部署 api 深度学习 应用开发 五险一金 年终奖金 定期体检 通讯补贴 补充医疗保险 周末双休 带薪年假 节日福利 团队氛围好 带薪病假 专业培训 出差补贴
java,惠州雷士光电科技有限公司,杭州,18000.0,5年及以上 本科 Kettle 数据库 数据湖 ApacheNIFI 带薪年假 子女福利 提供住宿 餐补 商业保险 周末双休 节日福利 五险一金 免费班车 年度体检 年底奖金
算法工程师,进迭时空（杭州）科技有限公司,深圳,25000.0,3年及以上 硕士 c++ 算法 深度学习 计算机科学 计算机图形学 信息工程 计算机视觉 目标检测 ros 机器人学 年终奖金 弹性工作 专业培训 餐饮补贴 周末双休 方案 六险一金 股票期权 定期体检 补充公积金 员工旅游 绩效奖金
数据分析师,太原重型机械集团有限公司,深圳,15000.0,3年及以上 本科 mysql 数据分析 linux redis sqlserver c++ kafka zookeeper 关系型数据库 编程语言 五险一金 周末双休
数据开发,长沙深楠科技有限公司,杭州,8000.0,无需经验 java sql 编程 数据结构 数据库设计 大数据 mongodb hadoop 建模 hive 五险一金 餐饮补贴 通讯补贴 员工旅游 交通补贴 年终奖金
算法工程师,深圳市开颜医疗器械有限公司,深圳,15000.0,5年及以上 本科 git 运维 shell 单元测试 服务器 机器学习 代码开发 监控 调优 tensorflow 五险 五险一金 带薪年假 员工旅游 年终奖金 专业培训 出国机会 零食下午茶 定期团建
算法工程师,上海微创软件股份有限公司,杭州,20000.0,3年及以上 本科 计算机 测试用例 c++ 原型设计 电子信息 仿真 算法 测试流程 设计文档 编码实现 方案 五险一金 补充医疗保险 免费班车 员工旅游 专业培训 绩效奖金 年终奖金 弹性工作 定期体检 节日福利
算法工程师,安脉时代智能制造（宁德）有限公司,杭州,15000.0,无需经验 硕士 产品开发 大数据 etl 数据仓库 开发文档 计算机科学 数据治理 数据建模 数字化转型 工艺分析 餐饮补贴 周末双休 五险一金 商业保险 带薪年假 项目提成 年终奖金 公司旅游
java,Alten China Limited,上海,17000.0,6年及以上 大专 计算机 java mysql oracle 数据库 mybatis sql 开发 jsp 项目开发 五险一金 年终奖金 定期体检 周末双休 补充医疗保险 带薪年假 做五休二
算法工程师,贝咨曼管理咨询（北京）有限公司,北京,30000.0,5年及以上 硕士 计算机 仿真 算法 控制 技术分享 深度学习框架 model 强化学习 transformer 智能算法 五险一金 年终奖金 定期体检 绩效奖金 餐饮补贴 交通补贴 弹性工作 通讯补贴 带薪年假 节日福利 周末双休 股票期权 有餐补 出差补贴
java,深圳市易立德信息科技有限公司,广州,9000.0,3年及以上 本科 java spring mybatis redis sql mysql数据库 kafka dubbo zookeeper 分布式 五险一金 带薪年假 绩效奖金 专业培训 定期体检 定期团建 零食下午茶
算法工程师,上海瑾讯微信息技术有限公司,北京,80000.0,3年及以上 硕士 计算机 c++ 编译原理 量化分析 cuda llm pytorch 芯片架构 llvm python 五险一金 补充医疗保险 补充公积金 员工旅游 绩效奖金 年终奖金 股票期权 弹性工作 定期体检
数据分析师,深圳锐爱电商有限公司,深圳,6000.0,无需经验 本科 计算机 数据库 数据分析 sql 市场营销 营销 数学 电商 电商运营 外贸业务 员工旅游 专业培训 绩效奖金 弹性工作 节日福利 包住宿 带薪年假 社会保险 提供住宿
数据分析师,广州市仲建信息咨询有限公司,广州,15000.0,3年及以上 本科 计算机 办公软件 excel sql 金融 word ppt 经济 数学 统计 五险一金 带薪年假 带薪病假 员工旅游 年终奖金 绩效奖金 项目奖金 专业培训 定期体检 定期团建
数据分析师,巨量引擎云南代理,昆明,9000.0,3年及以上 本科 数据工具 行业分析 政策分析 经营数据分析 盈利模式 风险评估 成本结构 可视化看板 战略决策 年终奖 业绩奖金 生日福利 五险一金 下午茶 周末双休 法定节假 节假福利 方案 员工生日 员工拓展 餐饮补贴 专业培训 绩效奖金 年终奖金
算法工程师,睿兴科技（南京）有限公司,南京,12000.0,在校生/应届生 硕士 自动化 电子信息 伺服电机 设计开发 机械电子 控制工程 导入量产 控制算法 分析竞品 五险一金 弹性工作 专业培训 员工旅游 绩效奖金 年终奖金 周末双休 定期体检 工作氛围好 领导nice
C/C++,华泰期货有限公司,上海,15000.0,1-10年 硕士 计算机 c++ 编程 软件工程 编码 理工科 pandas 数据建模 交易系统 numpy 补充医疗保险 五险一金 餐饮补贴 定期体检 绩效奖金
算法工程师,英特矽科技（深圳）有限公司,北京,面议,5年及以上 本科 计算机 编程 ai 人工智能 机器学习 开发语言 自然语言处理 ai模型 python 五险一金 绩效奖金 专业培训 带薪年假 节日福利 周末双休
java,佰聆数据股份有限公司北京分公司,广州,7000.0,3年及以上 大专 计算机 java mysql oracle spring mybatis 自动化 springcloud hibernate 通信 五险一金 餐饮补贴 通讯补贴 定期体检 弹性工作 专业培训
java,中博信息技术研究院有限公司,南京,12000.0,4年及以上 本科 计算机 java mysql 数据库 spring springboot mybatis redis sql git 五险一金 交通补贴 餐饮补贴 通讯补贴 定期体检
算法工程师,金砖国家未来网络研究院（中国·深圳）,深圳,面议,3年及以上 硕士 无人机 飞控系统 嵌入式开发 rust linux PX4 SoC仿真 自主飞行 驱动开发 开源协作 五险一金 年终奖金 定期体检 专业培训 通讯补贴 带薪年假 节日福利 周末双休 出国机会 住房补贴
java,东莞市太粮米业有限公司,东莞,7000.0,1-3年 大专 java mysql springboot mybatis redis 前端开发 c# 方案 五险一金 专业培训 公寓式住宿 员工餐厅 节日福利 员工旅游 年终奖金 定期体检
C/C++,上海图漾信息科技有限公司,上海,30000.0,5年及以上 本科 c++ windows CMake 系统架构设计 工业视觉 linux 项目经验 3D视觉 五险一金 补充医疗保险 弹性工作 年终奖金 绩效奖金
数据分析师,宁波凯越国际贸易有限公司,深圳,面议,1年 本科 数据分析 数据统计 运营数据 运营数据分析 数据洞察力 sql excel ppt 数据监测 量化分析 五险一金 带薪年假 免费班车 绩效奖金 节日福利 专业培训 高温补贴 通讯补贴 年度旅游 住房补贴
java,广州好莱客创意家居股份有限公司,广州,7000.0,1年及以上 本科 java mysql 数据库 spring 测试 sql jsp 前端 数据库设计 servlet 五险一金 专业培训 免费班车 员工旅游 餐饮补贴 出国机会 绩效奖金 年终奖金 定期体检 方案
算法工程师,上海超群检测科技股份有限公司,上海,30000.0,5年及以上 硕士 计算机 c++ 编程 数学 物理 matlab 算法 人工智能 技术文档编写 图像处理 交通补贴 绩效奖金 节日福利 专业培训 高温补贴 五险一金 住房补贴
算法工程师,广东玛西尔电动科技有限公司,东莞,20000.0,3年及以上 本科 自动化 编程 性能测试 matlab 建模 仿真 测试流程 自动控制 英语阅读 simulink 五险一金 免费班车 餐饮补贴 通讯补贴 绩效奖金
算法工程师,达文恒业科技（深圳）有限公司,深圳,20000.0,3年及以上 本科 人工智能 模式识别 避障 瑞芯微 移动机器人 服务机器人 扫地机器人 机器人 AGV 通讯补贴 五险一金 团队聚餐 周末双休 带薪年假 出差补贴 交通补贴 旅游 节日福利 健康体检 公司福利 培训 公积金 生育保险 社团活动
java,苏交科集团股份有限公司,南京,12000.0,1年及以上 本科 计算机 java mysql oracle 数据库 spring linux springboot mybatis redis 五险一金 补充医疗保险 餐饮补贴 定期体检 员工餐厅
数据分析师,中南国际服务外包（深圳）有限公司,深圳,7000.0,1年 本科 计算机 mysql oracle 数据库 sql 银行 项目开发 数学 统计 大数据 社保 免费体检 年终奖 五险一金 员工食堂 周末双休 入职五险 产假 生日补贴 节日补贴 年度奖金 补贴 公积金 过节费 年假
算法工程师,法雷奥舒适及驾驶辅助系统武汉技术中心,武汉,15000.0,3年及以上 本科 计算机 英语 c++ 软件开发 单元测试 数学 传感器 深度学习 技术研究 读写 五险一金 年终奖金 专业培训 定期体检 免费班车 补充医疗保险 餐饮补贴 绩效奖金
数据分析经理/主管,上海丹诺康养老服务有限公司,上海,8000.0,3-4年 本科 数据分析 财务 会计 财务管理 分析报告 经营分析 定价 财务分析报告 服务行业 excel表格 绩效奖金 五险一金 专业培训 做五休二 晋升 不定期团建
算法工程师,盎锐（杭州）信息科技有限公司,杭州,12000.0,1年及以上 硕士 c++ 编程 文档编写 代码编写 测量 算法 测试验证 图像处理 opencv 点云 五险一金 餐饮补贴 专业培训 带薪年假 节日福利 周末双休
C/C++,广州广哈通信股份有限公司,广州,11000.0,3年及以上 本科 计算机 c++ shell http tcp 后端开发 设计开发 后台开发 脚本语言 多线程编程 免费体检 工作餐 带薪年假 双休 生日礼金 产假 社会保险 节日礼品 过节福利 班车 员工活动 公积金 8小时 员工体检
PHP,盈科企服（上海）咨询管理有限公司,杭州,5000.0,3年及以上 大专 mysql 需求分析 redis mysql数据库 产品设计 rabbitmq php 用户体验 消息队列 thinkphp 五险一金 周末双休 带薪年假
PHP,友运货（深圳）供应链服务有限公司,深圳,10000.0,3-8年 本科 后端开发 php 英语读写 英语4级 网站 api mvc框架 物流系统 mysql nosql 年终奖金 带薪年假 周末双休 补充医疗保险 六险一金
